No,Kode Efek,Nama Emiten,Nama Pemegang Rekening Efek,Nama Pemegang Saham,Nama Rekening Efek,Alamat,Alamat (Lanjutan),Kebangsaan,Domisili,Status (Lokal/Asing),Kepemilikan Per 19-MAY-2026,Col12,Col13,Kepemilikan Per 20-MAY-2026,Col15,Col16,Perubahan
,POSA,,PT BNC SEKURITAS INDONESIA,,PT Bintang Baja Hitam,GEDUNG MAYAPADA TOWER LANTAI 18,,,INDONESIA,L,"770,000,000",,,"770,000,000",,,0
,POSA,,PT YUANTA SEKURITAS INDONESIA,,"BINTANG BAJA HITAM, PT",GED MILLENIUM CENTENNIAL CENTER LT 1 UNIT A DAN H,JL JEND SUDIRMAN KAV 25 RT/RW 004/002,,INDONESIA,L,"160,000,000",,,"160,000,000",,,0
,POSA,,PT NH KORINDO SEKURITAS INDONESIA,,PT. BINTANG BAJA HITAM,Gedung Millennium Centennial Center lt.1 Unit,"A&H Jl. Jend Sudirman Kav.25, Karet Setiabudi",,INDONESIA,L,"1,500,000,000",,,"1,500,000,000",,,0
1354,POSA,"BLISS PROPERTI INDONESIA Tbk, PT",PT PANCA GLOBAL SEKURITAS,PT. BINTANG BAJA HITAM,"BINTANG BAJA HITAM, PT",GEDUNG MILLENNIUM CENTENNIAL CENTER LT 1 UNIT A&H,JL. JEND SUDIRMAN KAV 25,,INDONESIA,L,"620,000,000","3,050,000,000",36.36,"620,000,000","3,050,000,000",36.36,0
,POSA,,PT BNC SEKURITAS INDONESIA,,PT Bintang Baja Hitam,GEDUNG MAYAPADA TOWER LANTAI 18,,,INDONESIA,L,"770,000,000",,,"770,000,000",,,0
,POSA,,PT YUANTA SEKURITAS INDONESIA,,"BINTANG BAJA HITAM, PT",GED MILLENIUM CENTENNIAL CENTER LT 1 UNIT A DAN H,JL JEND SUDIRMAN KAV 25 RT/RW 004/002,,INDONESIA,L,"160,000,000",,,"160,000,000",,,0
,POSA,,PT NH KORINDO SEKURITAS INDONESIA,,PT. BINTANG BAJA HITAM,Gedung Millennium Centennial Center lt.1 Unit,"A&H Jl. Jend Sudirman Kav.25, Karet Setiabudi",,INDONESIA,L,"1,500,000,000",,,"1,500,000,000",,,0
1355,POSA,"BLISS PROPERTI INDONESIA Tbk, PT",PT PANCA GLOBAL SEKURITAS,PT. Bintang Baja Hitam,"BINTANG BAJA HITAM, PT",GEDUNG MILLENNIUM CENTENNIAL CENTER LT 1 UNIT A&H,JL. JEND SUDIRMAN KAV 25,,INDONESIA,L,"620,000,000","3,050,000,000",36.36,"620,000,000","3,050,000,000",36.36,0
,POSA,,PT BNC SEKURITAS INDONESIA,,PT Bintang Baja Hitam,GEDUNG MAYAPADA TOWER LANTAI 18,,,INDONESIA,L,"770,000,000",,,"770,000,000",,,0
,POSA,,PT YUANTA SEKURITAS INDONESIA,,"BINTANG BAJA HITAM, PT",GED MILLENIUM CENTENNIAL CENTER LT 1 UNIT A DAN H,JL JEND SUDIRMAN KAV 25 RT/RW 004/002,,INDONESIA,L,"160,000,000",,,"160,000,000",,,0
,POSA,,PT NH KORINDO SEKURITAS INDONESIA,,PT. BINTANG BAJA HITAM,Gedung Millennium Centennial Center lt.1 Unit,"A&H Jl. Jend Sudirman Kav.25, Karet Setiabudi",,INDONESIA,L,"1,500,000,000",,,"1,500,000,000",,,0
1356,POSA,"BLISS PROPERTI INDONESIA Tbk, PT",PT Shinhan Sekuritas Indonesia,PT Shinhan Sekuritas Indonesia,PT SHINHAN SEKURITAS INDONESIA,EQUITY TOWER LT. 50 SCBD LOT. 9 JL. JEND. SUDIRMAN,"SENAYAN KEBAYORAN BARU, KOTA ADM",,INDONESIA,L,"997,616,000","997,616,000",11.89,"997,616,000","997,616,000",11.89,0
1357,POWR,"CIKARANG LISTRINDO Tbk, PT",PT INDO PREMIER SEKURITAS,PT. PENTAKENCANA PAKARPERDANA,PT. PENTAKENCANA PAKARPERDANA,PONDOK INDAH OFFICE TOWER 3 LT 9 SUITE 903,JL. SULTAN ISKANDAR MUDA KAV.VTA,,INDONESIA,L,"4,285,064,945","4,285,064,945",26.64,"4,285,064,945","4,285,064,945",26.64,0
1358,POWR,"CIKARANG LISTRINDO Tbk, PT",PT INDO PREMIER SEKURITAS,PT. UDINDA WAHANATAMA,PT. UDINDA WAHANATAMA,GEDUNG WORLD TRADE CENTRE 1 LT.17,JL. JEND. SUDIRMAN KAV 29-31,,INDONESIA,L,"4,903,778,030","4,903,778,030",30.48,"4,903,778,030","4,903,778,030",30.48,0
1359,POWR,"CIKARANG LISTRINDO Tbk, PT",PT INDO PREMIER SEKURITAS,"BRASALI INDUSTRI PRATAMA, PT","BRASALI INDUSTRI PRATAMA, PT",MENARA BATAVIA LT.32,JL. KH. MAS MANSYUR KAV 126,,INDONESIA,L,"4,285,134,845","4,285,134,845",26.64,"4,285,134,845","4,285,134,845",26.64,0
1360,PPRI,"PAPEROCKS INDONESIA Tbk, PT",PT INDO CAPITAL SEKURITAS,PHILIP SUMALI,Philip Sumali,Pluit utara 6 nomor 2,,INDONESIAN,INDONESIA,L,"280,000,000","280,000,000",26.05,"280,000,000","280,000,000",26.05,0
1361,PPRI,"PAPEROCKS INDONESIA Tbk, PT",PT INDO CAPITAL SEKURITAS,DILLON SUTANDAR,Dillon Sutandar,Raffles hil blok i 5 no 29,,INDONESIAN,INDONESIA,L,"215,000,000","215,000,000",20.00,"215,000,000","215,000,000",20.00,0
1362,PPRI,"PAPEROCKS INDONESIA Tbk, PT",PT KB VALBURY SEKURITAS,BUDI ADITYA ERNA MULYANTO,BUDI ADITYA ERNA MULYANTO,OTTAWA UC 2/3 KOTA WISATA,KEC.CILEUNGSI,INDONESIAN,INDONESIA,L,"147,171,500","147,171,500",13.69,"147,171,500","147,171,500",13.69,0
1363,PPRI,"PAPEROCKS INDONESIA Tbk, PT",PT RHB SEKURITAS INDONESIA,IRSYAD HANIF,IRSYAD HANIF,SUDIRMAN HILL JL KARET PASAR BARU,BARAT 5 NO.92,INDONESIAN,INDONESIA,L,"167,806,200","174,806,200",16.26,"167,806,200","174,806,200",16.26,0
,PPRI,,PT KB VALBURY SEKURITAS,,IRSYAD HANIF,SUDIRMAN HILL,JL. KARET PASAR BARU BARAT 5 NO.92,INDONESIAN,INDONESIA,L,"7,000,000",,,"7,000,000",,,0
1364,PPRO,"PP Properti Tbk, PT","BANK CIMB NIAGA TBK, PT",PT. ASURANSI JIWA IFG,PMTe.n AgSaUmRbAaNngS I- JMIWigAra IsFiG - IFG Life Dana Cadangan Bunga,"Graha CIMB Niaga Lt. 21, Jl. Jend. Sudirman Kav. 58",,,INDONESIA,L,"5,082,421,907","5,082,421,907",8.24,"5,082,421,907","5,082,421,907",8.24,0
1365,PPRO,"PP Properti Tbk, PT","BANK MANDIRI, PT - CUSTODY",PERUSAHAAN PERSEROAN (PERSERO) PT ASABRI,PT ASABRI (PERSERO) - DAPEN,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"1,167,544,274","3,346,819,399",5.43,"1,167,544,274","3,346,819,399",5.43,0
,PPRO,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN POLRI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"1,460,964,081",,,"1,460,964,081",,,0
,PPRO,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN TNI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"718,311,044",,,"718,311,044",,,0
1366,PPRO,"PP Properti Tbk, PT","BANK MANDIRI, PT - CUSTODY",PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,PT ASABRI (PERSERO) - DAPEN,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"1,167,544,274","3,346,819,399",5.43,"1,167,544,274","3,346,819,399",5.43,0
,PPRO,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN POLRI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"1,460,964,081",,,"1,460,964,081",,,0
,PPRO,,"BANK MANDIRI, PT - CUSTODY",,PT ASABRI (PERSERO) - DAPEN TNI,Jalan Mayjend Sutoyo No 11 Cawang,Kramat Jati Jakarta Timur DKI Jakarta,,INDONESIA,L,"718,311,044",,,"718,311,044",,,0
1367,PRAY,"FAMON AWAL BROS SEDAYA Tbk, PT",PT. STOCKBIT SEKURITAS DIGITAL,PT AWAL BROS CITRA BATAM,PT AWAL BROS CITRA BATAM,JL GAJAH MADA KAVLING 01 BALOI INDAH,,,INDONESIA,L,"2,420,632,176","2,420,632,176",17.34,"2,420,632,176","2,420,632,176",17.34,0
1368,PRAY,"FAMON AWAL BROS SEDAYA Tbk, PT",PT Bank HSBC Indonesia,ARCHIPELAGO INVESTMENT PTE LTD,HSBC-FUND SVS A/C ARCHIPELAGO INVESTMENT PTE LTD,"106688 9R1O2BINSON ROAD, #37-01 CAPITAL TOWER, SINGAPORE",,,SINGAPORE,A,"3,789,358,400","3,789,358,400",27.15,"3,789,358,400","3,789,358,400",27.15,0
1369,PRDA,"PRODIA WIDYAHUSADA Tbk, PT","MANDIRI SEKURITAS, PT",PRODIA WIDYAHUSADA TBK.,PRODIA WIDYAHUSADA TBK.,JL. KRAMAT RAYA NO 150,,,INDONESIA,L,"47,724,500","47,724,500",5.09,"47,724,500","47,724,500",5.09,0
1370,PRDA,"PRODIA WIDYAHUSADA Tbk, PT",PT BANK DBS INDONESIA,BIO MAJESTY PTE LTD,EFG Bank AG Singapore - BIO MAJESTY PTE LTD,1 RAFFLES PLACE 39-01,,,SINGAPORE,A,"84,375,000","84,375,000",9.00,"84,375,000","84,375,000",9.00,0
1371,PRIM,"ROYAL PRIMA Tbk, PT",PT OCBC SEKURITAS INDONESIA,I NYOMAN EHRICH LISTER DR,I NYOMAN EHRICH LISTER DR,PERUM CITRA 3 EXT BLOK B 16 NO 16,,INDONESIAN,INDONESIA,L,"243,441,800","243,441,800",7.17,"243,441,800","243,441,800",7.17,0
1372,PRIM,"ROYAL PRIMA Tbk, PT",PT MIRAE ASSET SEKURITAS INDONESIA,ROBIN,ROBIN,Dusun VI Jl. Saudara Kel. Tandem Hulu II,,INDONESIAN,INDONESIA,L,"211,650,000","212,188,500",6.25,"211,650,000","212,188,500",6.25,0
,PRIM,,PT. TRIMEGAH SEKURITAS INDONESIA TBK,,ROBIN,DSN IV JL. SAUDARA,KEL. TANDAM HULU II,INDONESIAN,INDONESIA,L,"538,5",,,"538,5",,,0
1373,PSAB,"J RESOURCES ASIA PASIFIK Tbk, PT",PT CIPTADANA SEKURITAS ASIA,JIMMY BUDIARTO,JIMMY BUDIARTO,PACIFIC PLACE RESIDENCE TWR EAST 11A,"RT/RW 005/001, SENAYAN, KEBAYORAN BARU",INDONESIAN,INDONESIA,L,"11,907,000,000","23,814,000,000",90.00,"11,907,000,000","23,814,000,000",90.00,0
,PSAB,,PT ARTHA SEKURITAS INDONESIA,,JIMMY BUDIARTO,Pacific Place Residence Tower East 11 A,Rt 005 Rw 001,INDONESIAN,,L,"822,805,535",,,"822,805,535",,,0
,PSAB,,PT Shinhan Sekuritas Indonesia,,JIMMY BUDIARTO,PACIFIC PLACE RESIDENCE TWR EAST 11A RT 005 RW 001,KEL.SENAYAN,INDONESIAN,INDONESIA,L,"11,084,194,465",,,"11,084,194,465",,,0
1374,PSKT,"RED PLANET INDONESIA Tbk, PT","BNI SEKURITAS, PT",PT TIRTA ORISA YASA,PT BASIS UTAMA PRIMA,GRAHA ISKANDARSYAH LT 7 JALAN ISKANDARSYAH NO 66 C,005/002,,INDONESIA,L,"4,219,825,598","4,219,825,598",40.77,"4,219,825,598","4,219,825,598",40.77,0
1375,PSKT,"RED PLANET INDONESIA Tbk, PT",PT KAY HIAN SEKURITAS,PT CRIO INDONESIA,PT CRIO INDONESIA,GD.SONA TOPAS TOWER 15A FLOOR,"JL. JEND. SUDIRMAN KAV. 26 KARET ,",,INDONESIA,L,"994,207,500","994,207,500",9.60,"994,207,500","994,207,500",9.60,0
1376,PSKT,"RED PLANET INDONESIA Tbk, PT",PT SUCOR SEKURITAS,PT. TRAJECTIVE MITRA INDONESIA,PT. TRAJECTIVE MITRA INDONESIA,AXA TPWER KUNINGAN CITY LT. 32 SUITE 06,JL. PROF. DR. SATRIO KAV. 18,,INDONESIA,L,"756,000,000","756,000,000",7.30,"756,000,000","756,000,000",7.30,0
1377,PSKT,"RED PLANET INDONESIA Tbk, PT","BNI SEKURITAS, PT",MOH.A.R.P.MANGKUNINGRAT,MOH A R P MANGKUNINGRAT,JL BANGKA XI NO 82,009/001,INDONESIAN,INDONESIA,L,"2,325,081,078","2,325,081,078",22.46,"2,325,081,078","2,325,081,078",22.46,0
1378,PSSI,"IMC PELITA LOGISTIK Tbk, PT",PT DANATAMA MAKMUR SEKURITAS,PT IMC PELITA LOGISTIK TBK,"IMC Pelita Logistik Tbk, PT","MENARA ASTRA LT.23 SUITE C&D, JL.JEND.SUDIRMAN KAV.5-6",,,INDONESIA,L,"116,600,700","295,874,000",5.46,"116,600,700","295,874,000",5.46,0
,PSSI,,PT CLSA Sekuritas Indonesia,,PT IMC PELITA LOGISTIK TBK,"Menara Astra Lt. 23,",Jl. Jend. Sudirman Kav 5-6,,INDONESIA,L,"179,273,300",,,"179,273,300",,,0
1379,PSSI,"IMC PELITA LOGISTIK Tbk, PT",PT SUPRA SEKURITAS INDONESIA,PT BIO PERMAI,PT BIO PERMAI,GEDUNG GRAND SLIPI TOWER LT.5 UNIT F,,,INDONESIA,L,"332,686,100","332,686,100",6.14,"332,686,100","332,686,100",6.14,0
1380,PSSI,"IMC PELITA LOGISTIK Tbk, PT",PT BCA SEKURITAS,PT INDOPRIMA MARINE,PT INDOPRIMA MARINE,GRAND SLIPI TOWER LT. 5 UNIT F JL. S. PARMAN KAV. 22-24,,,INDONESIA,L,"2,374,400,000","2,374,400,000",43.83,"2,374,400,000","2,374,400,000",43.83,0
1381,PSSI,"IMC PELITA LOGISTIK Tbk, PT","EKOKAPITAL SEKURITAS, PT",KENDILO PTE. LTD,Kendilo Pte Ltd,"3 Anson Road # 06-01, Springleaf Tower",,,SINGAPORE,A,"1,523,190,946","1,523,190,946",28.12,"1,523,190,946","1,523,190,946",28.12,0
1382,PTDU,"DJASA UBERSAKTI Tbk, PT",PT KB VALBURY SEKURITAS,RSK INVESTASI UNGGUL,"RSK INVESTASI UNGGUL, PT","BONA INDAH PLAZA, JL. KARANG TENGAH NO 8",KEL.LEBAK BULUS KEC.CILANDAK,,INDONESIA,L,"5,000,000","475,000,000",31.67,"5,000,000","475,000,000",31.67,0
,PTDU,,PT NH KORINDO SEKURITAS INDONESIA,,RSK INVESTASI UNGGUL,BONA INDAH PLAZA JL KARANG TENGAH NO 8,,,INDONESIA,L,"465,000,000",,,"465,000,000",,,0
,PTDU,,"MANDIRI SEKURITAS, PT",,PT RSK INVESTASI UNGGUL,BONA INDAH PLAZA JL KARANG TENGAH NO 8,,,INDONESIA,L,"5,000,000",,,"5,000,000",,,0
1383,PTPW,"PRATAMA WIDYA Tbk, PT",PT NH KORINDO SEKURITAS INDONESIA,PT PRATAMA INVESTAMA KURNIA,PT PRATAMA INVESTAMA KURNIA,KOMPLEK GREEN VILLE BLOK AW NOMOR,"64-65, DURI KEPA, KEBON JERUK",,INDONESIA,L,"91,481,900","91,481,900",10.42,"91,481,900","91,481,900",10.42,0
1384,PTRO,"PETROSEA Tbk, PT",PT HENAN PUTIHRAI SEKURITAS,PT. KREASI JASA PERSADA,PT KREASI JASA PERSADA,G62D-.6 W3ISMA BARITO PACIFIC LT. 3B JL. LET. JEND. S. PARMAN KAV.,KEL. SLIPI,,INDONESIA,L,"91,000,000","4,571,811,700",45.33,"91,000,000","4,571,811,700",45.33,0
,PTRO,,"BNI SEKURITAS, PT",,PT KREASI JASA PERSADA,WISMA BARITO PACIFIC JL LETJEND S PARMAN KAV 62-63,000/000,,INDONESIA,L,"4,480,811,700",,,"4,480,811,700",,,0
1385,PTRO,"PETROSEA Tbk, PT",PT CGS International Sekuritas Indonesia,PT CARAKA REKSA OPTIMA,PT CARAKA REKSA OPTIMA,CIBIS TOWER 9 11TH FLOOR,JL TB SIMATUPANG NO 2,,INDONESIA,L,"500,000,000","2,465,974,670",24.45,"500,000,000","2,465,974,670",24.45,0
,PTRO,,PT HENAN PUTIHRAI SEKURITAS,,PT CARAKA REKSA OPTIMA,"CIBIS TOWER 9 11 TH FLOOR, JL. TB SIMATUPANG NO. 2",KEL. CILANDAK TIMUR,,INDONESIA,L,"1,963,006,670",,,"1,963,006,670",,,0
,PTRO,,PT MAYBANK SEKURITAS INDONESIA,,PT CARAKA REKSA OPTIMA,G74D-G75 GRAHA MUSTIKA RATU LT 5. JL. JEND. GATOT SUBROTO KAV,KEL. MENTENG DALAM,,INDONESIA,L,"2,968,000",,,"2,968,000",,,0
1386,PTSN,"SAT NUSAPERSADA Tbk, PT","SAMUEL SEKURITAS INDONESIA, PT",INDITECK TECHNOLOGY HONG KONG LIMITED,INDITECK TECHNOLOGY HONG KONG LIMITED,"ROOM D, 10/F., TOWER A, BILLION CENTRE,",KOWLOON BAY,,HONG KONG,A,"531,434,400","531,434,400",10.00,"531,434,400","531,434,400",10.00,0
1387,PTSN,"SAT NUSAPERSADA Tbk, PT","SAMUEL SEKURITAS INDONESIA, PT","ASUS INVESTMENT CO., LTD","ASUS INVESTMENT CO., LTD","7F-2, NO.167, GUANGMING RD., BEITOU DIST.","TAIPEI CITY 112,TAIWAN (R.O.C)",,"TAIWAN, PROVINCE OF CHINA",A,"531,434,100","531,434,100",10.00,"531,434,100","531,434,100",10.00,0
1388,PTSN,"SAT NUSAPERSADA Tbk, PT",PT PHILLIP SEKURITAS INDONESIA,ABIDIN FAN,ABIDIN FAN,TAMAN DUTA MAS BLOK C.8 NO. 8,"RT/RW : 003/002 KEL : BALOI PERMAI, KEC : BATAM KOTA",INDONESIAN,INDONESIA,L,"3,532,500,000","3,532,500,000",66.47,"3,532,500,000","3,532,500,000",66.47,0
1389,PTSP,"PIONEERINDO GOURMET INTERNATIONAL Tbk, PT",PT SUCOR SEKURITAS,PT. GRAHA SENTOSA PERSADA,"GRAHA SENTOSA PERSADA, PT.","EQUITY TOWER LT. 10 UNIT C, SCBD LOT 9","JL. JEND.SUDIRMAN KAV. 52 - 53, SENAYAN, KEBAYORAN BARU",,INDONESIA,L,"1,643,100","61,000,666",27.63,"1,643,100","61,000,666",27.63,0
,PTSP,,"BNI SEKURITAS, PT",,PT GRAHA SENTOSA PERSADA,EQUITY TOWER LT 10C SCBD LOT 9 JL JEND SUDIRMAN,KAV 52 53,,INDONESIA,L,"59,357,566",,,"59,357,566",,,0
1390,PTSP,"PIONEERINDO GOURMET INTERNATIONAL Tbk, PT","BANK MEGA Tbk, PT",PT. Bayu Buana Tbk,PT. Bayu Buana Tbk,Jl. Ir. H. Juanda III No. 2A,"Kebon Kelapa, Gambir",,INDONESIA,L,"19,652,000","19,652,000",8.90,"19,652,000","19,652,000",8.90,0
1391,PTSP,"PIONEERINDO GOURMET INTERNATIONAL Tbk, PT",BUT. STANDARD CHARTERED BANK,"UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH","UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH",LEVEL 38 ONE RAFFLES QUAY,NORTH TOWER SINGAPORE 048583,,SINGAPORE,A,"21,407,976","21,407,976",9.70,"21,407,976","21,407,976",9.70,0
1392,PTSP,"PIONEERINDO GOURMET INTERNATIONAL Tbk, PT","CITIBANK, N. A",BANK OF SINGAPORE LIMITED,BANK OF SINGAPORE LIMITED,"63 Chulia Street #10-00, Singapore 049514",,,SINGAPORE,A,"17,938,320","17,938,320",8.12,"17,958,320","17,958,320",8.13,20
1393,PTSP,"PIONEERINDO GOURMET INTERNATIONAL Tbk, PT",BUT. STANDARD CHARTERED BANK,VP BANK LTD SINGAPORE BRANCH,S(STIANNGDAAPRODR EC)H LATRDT (EIDR0E0D5 4B6A4N4K0 0S0G0 4S)/A VP BANK A/C VP BANK,"8 MARINA VIEW, 27-03 ASIA SQUARE TOWER 1, SINGAPORE 018960",,,SINGAPORE,A,"31,214,900","31,214,900",14.14,"31,214,900","31,214,900",14.14,0
1394,PUDP,"PUDJIADI PRESTIGE Tbk, PT","BRI DANAREKSA SEKURITAS, PT",PT. ISTANA KUTA RATU PRESTIGE,PT. ISTANA KUTA RATU PRESTIGE,Jl. Hayam Wuruk 126 Mangga Besar,Taman Sari Jakarta Barat,,INDONESIA,L,"293,545,682","293,545,682",44.54,"293,545,682","293,545,682",44.54,0
1395,PUDP,"PUDJIADI PRESTIGE Tbk, PT",PT LOTUS ANDALAN SEKURITAS,LENAWATI SETIADI P,LENAWATI SETIADI P.,JL.BRAWIJAYA III/2,RT.003/002 Kel.PULO,INDONESIAN,INDONESIA,L,"55,053,760","150,093,228",22.77,"55,053,760","150,093,228",22.77,0
,PUDP,,"BRI DANAREKSA SEKURITAS, PT",,LENAWATI SETIADI P,PT. ISTANA KUTA RATU PRESTIGE,JL. HAYAM WURUK NO. 126,INDONESIAN,INDONESIA,L,"95,039,468",,,"95,039,468",,,0
1396,PURA,"PUTRA RAJAWALI KENCANA Tbk, PT",PT MIRAE ASSET SEKURITAS INDONESIA,PT RAJAWALI DWIPUTRA INDONESIA,PT RAJAWALI DWIPUTRA INDONESIA,Jl Letjen Sutoyo 111-112 Medaeng Waru,,,INDONESIA,L,"769,639,000","769,639,000",12.21,"769,639,000","769,639,000",12.21,0
1397,PURA,"PUTRA RAJAWALI KENCANA Tbk, PT",PT MIRAE ASSET SEKURITAS INDONESIA,PT RAJAWALI INTI,PT RAJAWALI INTI,Jl Brantas No 88,,,INDONESIA,L,"962,621,880","962,621,880",15.28,"962,621,880","962,621,880",15.28,0
1398,PURA,"PUTRA RAJAWALI KENCANA Tbk, PT",PT CGS International Sekuritas Indonesia,PT IGELCORP NUSANTARA KAPITAL,"IGELCORP NUSANTARA KAPITAL, PT","DAAN MOGOT PRIMA KM 12,8 BLOK B3/6",KEL RAWA BUAYA KEC CENGKARENG,,INDONESIA,L,"223,956,600","353,069,900",5.60,"223,956,600","353,069,900",5.60,0
,PURA,,PT KB VALBURY SEKURITAS,,"IGELCORP NUSANTARA KAPITAL, PT","JL.DAAN MOGOT PRIMA KM.12,8 BLOK B3/6",KEL.RAWA BUAYA KEC.CENGKARENG,,INDONESIA,L,"129,113,300",,,"129,113,300",,,0
1399,PURA,"PUTRA RAJAWALI KENCANA Tbk, PT",PT CGS International Sekuritas Indonesia,PT IGELCORP ASIA KAPITAL,"IGELCORP ASIA KAPITAL, PT","DAAN MOGOT PRIMA KM 12,8 BLOK B3/6",KEL RAWA BUAYA KEC CENGKARENG,,INDONESIA,L,"465,006,000","465,006,000",7.38,"465,006,000","465,006,000",7.38,0
1400,PURA,"PUTRA RAJAWALI KENCANA Tbk, PT",PT CGS International Sekuritas Indonesia,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,CMGOSR GINATNE SRTNAANTLIOENY A(OL DSDEC LUORTSIT)IES SINGAPORE PTE LTD A-C,10 MARINA BOULEVARD #10-01,MARINA BAY FINANCIAL CENTRE,,SINGAPORE,A,100,"319,722,000",5.07,100,"332,556,800",5.28,0
,PURA,,PT CGS International Sekuritas Indonesia,,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,10 MARINA BOULEVARD #10-01,MARINA BAY FINANCIAL CENTRE,,SINGAPORE,A,"319,721,900",,,"332,556,700",,,"12,834,800"
1401,PURE,"TRINITAN METALS AND MINERALS Tbk, PT",PT MIRAE ASSET SEKURITAS INDONESIA,PT TRINITAN RESOURCETAMA INDONESIA,PT TRINITAN RESOURCETAMA INDONESIA,Grand Slipi Tower Unit I Lt 42,Gedung Graha Mampang Lt 3 Suite 305,,INDONESIA,L,"363,726,830","363,726,830",26.45,"363,726,830","363,726,830",26.45,0
1402,PURE,"TRINITAN METALS AND MINERALS Tbk, PT",PT MIRAE ASSET SEKURITAS INDONESIA,MIRAE ASSET SEKURITAS INDONESIA,PT MIRAE ASSET SEKURITAS INDONESIA,"District 8, Treasury Tower Lt. 50 Unit A, B, C, E & F SCBD Lot. 28",Jl. Jenderal Sudirman Kav. 52-54,,INDONESIA,L,"149,102,527","149,102,527",10.84,"149,102,527","149,102,527",10.84,0
1403,PURI,"PURI GLOBAL SUKSES Tbk, PT","PANIN SEKURITAS Tbk, PT",ONG YICK SING,ONG YICK SING,"25, Jalan Austin Height 2/1",Taman Austin Height Johor Baru 81100,MALAYSIAN,MALAYSIA,A,"51,470,500","51,470,500",5.15,"51,470,500","51,470,500",5.15,0
1404,PWON,PT. PAKUWON JATI Tbk,"CITIBANK, N. A",PT PAKUWON ARTHANIAGA,BOS LTD S/A PT PAKUWON ARTHANIAGA,JBLA.RBUULUNGAN BLOK M PLAZA LT VII KRAMAT PELA-KEBAYORAN,,,INDONESIA,L,"1,300,000,000","33,077,598,400",68.68,"1,300,000,000","33,077,598,400",68.68,0
,PWON,,PT Bank HSBC Indonesia,,HPASKBUCW SOINNG AARPTOHRAEN BIARGAANCH PRIVATE BANKING DIVISION-PT,"PKLEABZAAY OBRLOAKN MBA, 7RTUH FLOOR, JL. BULUNGAN NO.76 KRAMAT PELA",JAKARTA SELATAN DKI. JAKARTA,,INDONESIA,L,"1,747,919,760",,,"1,747,919,760",,,0
,PWON,,BUT DEUTSCHE BANK AG,,DB AG SG A/C PT PAKUWON ARTHANIAGA WM CLIENT-2146014036,"JL. BULUNGAN BLOK M PLAZA LT. VII,KRAMAT PELA-KEBAYORAN","BARU, JAKARTA SELATAN, INDONESIA",,INDONESIA,L,"1,270,129,840",,,"1,270,129,840",,,0
,PWON,,PT Bank HSBC Indonesia,,"BARANTHK AJNUILAIGUAS BAER CO LTD, SINGAPORE S/A PT. PAKUWON","PKLEABZAAY OBRLOAKN MBA, 7RTUH FLOOR, JL. BULUNGAN NO.76 KRAMAT PELA",JAKARTA SELATAN DKI. JAKARTA,,INDONESIA,L,"3,000,000,000",,,"3,000,000,000",,,0
,PWON,,BUT. STANDARD CHARTERED BANK,,SCB SG PVB A/C PT PAKUWON ARTHANIAGA,"GEDUNG BLOK M PLAZA LT.7, JALAN BULUNGAN","NO.76, RT.001, RW.006 KRAMAT PELA, KEBAYORANBARU",,INDONESIA,L,"25,759,548,800",,,"25,759,548,800",,,0
1405,PYFA,"PYRIDAM FARMA Tbk, PT",PT ALDIRACITA SEKURITAS INDONESIA,REJUVE GLOBAL INVESTMENT PTE LTD,Rejuve Global Investment PTE LTD,9 Raffles Place # 26 - 01 Republic Plaza - Singapore,,,SINGAPORE,A,"430,083,171","7,194,080,948",64.02,"430,083,171","7,194,080,948",64.02,0
,PYFA,,PT Bank HSBC Indonesia,,HGSLOBCBA SLI NINGVAEPSOTRMEE NBRT APNTCE HL TPDRIVATE BANKING DIVISION-REJUVE,"1723 7W71O5ODLANDS SQUARE 14-75 WOODS SQUARE, SINGAPORE",,,SINGAPORE,A,"6,763,997,777",,,"6,763,997,777",,,0
1406,PYFA,"PYRIDAM FARMA Tbk, PT","BANK CIMB NIAGA TBK, PT",PT ASURANSI JIWA STARINVESTAMA,PFUT NASDU PRLAUNSSI JIWA STARINVESTAMA - STAR INVESTAMA BALANCED,GRAHA CEMPAKA MAS BLOK E NO. 1,JL. LETJEN. SUPRAPTO,,INDONESIA,L,"163,182,200","679,872,000",6.05,"163,182,200","679,872,000",6.05,0
